ticket_id,product,category,issue_description,resolution_notes,priority,status,channel,region,subscription_type,customer_tenure_months,previous_tickets,customer_satisfaction_score,first_response_time_hours,resolution_time_hours,ticket_created_date,ticket_resolved_date,escalated,sla_breached,language,issue_complexity_score,customer_segment,customer_id,order_value
2217,Subscription Service,Feature Request,I am experiencing very slow performance while using the dashboard.,The duplicate charge was reversed and refund processed within 3-5 business days.,Medium,In Progress,Phone,Australia,Basic,44,2,1,15.93,179.82,2024-12-05,2024-12-18,True,True,French,4,Small Business,2240af6e4811,416.4
2218,Mobile App,Payment Problem,There seems to be a discrepancy in my billing statement for this month.,Payment gateway timeout issue fixed and monitoring implemented.,Medium,In Progress,Social Media,South America,Premium,7,12,1,22.78,82.66,2023-09-28,2023-10-08,False,True,Japanese,5,Small Business,6bb8c67f271c,147.95
2219,Subscription Service,Feature Request,The application crashes whenever I try to upload a file.,Subscription status corrected and confirmation email sent to customer.,Low,Pending Customer,Email,Europe,Premium,36,2,5,8.96,159.37,2024-05-11,2024-05-21,False,True,Spanish,6,Corporate,2c24657adb27,437.65
2220,Subscription Service,Payment Problem,I found a bug in the latest update affecting report generation.,Provided step-by-step troubleshooting instructions and issue resolved.,Urgent,In Progress,Chat,Europe,Basic,45,16,4,53.49,205.61,2023-07-20,2023-07-29,False,False,Spanish,1,Corporate,4e9709e295a7,65.16
2221,Cloud Storage,Subscription Cancellation,I found a bug in the latest update affecting report generation.,The issue was escalated to engineering and resolved in the latest patch.,High,Open,Chat,Europe,Premium,26,10,1,39.55,164.3,2023-09-01,2023-09-13,True,False,English,5,Individual,0e7872a98ea3,354.81
2222,Cloud Storage,Login Issue,I am unable to access my account after entering the correct credentials.,Payment gateway timeout issue fixed and monitoring implemented.,Low,Resolved,Email,North America,Basic,50,3,4,58.07,74.85,2023-04-08,2023-04-12,False,True,French,4,Corporate,1cef538f76fe,274.94
2223,Web Portal,Account Suspension,The system is not syncing data across devices properly.,Bug logged internally and workaround shared with the customer.,Medium,In Progress,Phone,North America,Free,3,4,3,41.53,119.07,2024-10-09,2024-10-14,False,True,English,3,Individual,8838e74e9d1e,57.3
2224,CRM Platform,Security Concern,I found a bug in the latest update affecting report generation.,Payment gateway timeout issue fixed and monitoring implemented.,Urgent,Closed,Phone,Europe,Free,41,17,1,51.09,39.26,2023-07-02,2023-07-02,False,False,Chinese,9,Corporate,b11e8d1172a5,128.53
2225,Cloud Storage,Feature Request,I am experiencing very slow performance while using the dashboard.,Payment gateway timeout issue fixed and monitoring implemented.,Medium,Resolved,Social Media,South America,Basic,40,4,1,25.23,199.06,2023-04-22,2023-05-06,False,False,Japanese,4,Individual,4c86e06a012b,16.08
2226,API Service,Payment Problem,There seems to be a discrepancy in my billing statement for this month.,Explained billing breakdown and clarified applicable charges.,Medium,Resolved,Social Media,South America,Basic,16,15,2,8.46,63.9,2023-07-12,2023-07-20,True,True,English,9,Individual,e918f3e6d379,239.7
2227,CRM Platform,Feature Request,I am unable to access my account after entering the correct credentials.,Payment gateway timeout issue fixed and monitoring implemented.,High,Closed,Web Form,Australia,Basic,5,13,2,18.54,74.05,2022-05-24,2022-05-25,False,True,French,8,Small Business,bb3d13b923dc,157.62
2228,API Service,Bug Report,The system is not syncing data across devices properly.,The issue was escalated to engineering and resolved in the latest patch.,Low,Resolved,Email,Europe,Free,38,10,5,38.78,185.76,2022-10-30,2022-11-13,False,True,French,4,Small Business,c80a41ab4432,303.2
2229,API Service,Security Concern,Two-factor authentication codes are not being delivered to my phone.,Subscription status corrected and confirmation email sent to customer.,Urgent,In Progress,Email,Europe,Basic,34,7,2,54.27,116.07,2023-09-18,2023-09-24,False,False,Japanese,1,Individual,0f0b44819fa6,155.65
2230,API Service,Account Suspension,I am experiencing very slow performance while using the dashboard.,Security settings updated and customer notified of precautionary measures.,Low,In Progress,Chat,Africa,Free,2,16,1,36.56,155.8,2023-10-25,2023-11-03,True,False,Japanese,8,Individual,8a917afee7b2,156.96
2231,Cloud Storage,Data Sync Issue,I am experiencing very slow performance while using the dashboard.,Provided step-by-step troubleshooting instructions and issue resolved.,Low,Closed,Email,Africa,Premium,49,1,4,11.21,18.13,2022-04-05,2022-04-14,False,False,French,8,Individual,3325675f9296,374.16
2232,Analytics Dashboard,Performance Issue,Two-factor authentication codes are not being delivered to my phone.,Subscription status corrected and confirmation email sent to customer.,Low,Pending Customer,Email,Africa,Enterprise,43,3,5,4.54,108.57,2023-10-21,2023-10-26,False,True,German,6,Individual,6bcd9da30ab9,33.59
2233,Payment Gateway,Data Sync Issue,I am unable to access my account after entering the correct credentials.,Data synchronization restored after backend service restart.,Urgent,Pending Customer,Phone,Africa,Premium,27,11,5,47.01,145.38,2023-06-15,2023-06-16,False,True,Spanish,4,Small Business,11485c3784f3,452.42
2234,E-commerce Store,Account Suspension,The payment was deducted from my bank account but the transaction shows failed.,Provided step-by-step troubleshooting instructions and issue resolved.,Medium,Open,Web Form,North America,Premium,34,6,1,18.9,185.38,2024-10-11,2024-10-12,False,True,English,7,Small Business,80b2be56d121,427.61
2235,E-commerce Store,Feature Request,I found a bug in the latest update affecting report generation.,Subscription status corrected and confirmation email sent to customer.,Urgent,Resolved,Chat,Asia,Enterprise,2,16,2,21.8,40.91,2023-06-26,2023-07-06,False,False,Japanese,5,Corporate,e53904772503,337.22
2236,E-commerce Store,Bug Report,I found a bug in the latest update affecting report generation.,Security settings updated and customer notified of precautionary measures.,Medium,Open,Phone,Asia,Enterprise,9,13,4,60.93,229.2,2023-02-07,2023-02-12,True,False,Spanish,2,Corporate,84e8f0238ea7,300.68
2237,Cloud Storage,Account Suspension,The payment was deducted from my bank account but the transaction shows failed.,Payment gateway timeout issue fixed and monitoring implemented.,High,Closed,Phone,North America,Enterprise,31,5,1,55.41,82.65,2023-03-25,2023-03-27,True,False,Chinese,7,Individual,f65a623a84b3,447.23
2238,Subscription Service,Refund Request,I am unable to access my account after entering the correct credentials.,Bug logged internally and workaround shared with the customer.,Low,Open,Web Form,Australia,Basic,46,6,5,42.1,19.22,2023-05-17,2023-05-26,False,True,Chinese,2,Individual,60c54e83c6bb,100.81
2239,Cloud Storage,Refund Request,I found a bug in the latest update affecting report generation.,Data synchronization restored after backend service restart.,Urgent,In Progress,Phone,Africa,Free,23,20,5,33.55,72.43,2024-02-26,2024-02-28,False,False,French,10,Corporate,9de4aa4e7dcc,48.69
2240,E-commerce Store,Bug Report,Two-factor authentication codes are not being delivered to my phone.,The duplicate charge was reversed and refund processed within 3-5 business days.,Urgent,In Progress,Social Media,North America,Basic,37,12,5,71.33,92.6,2022-12-02,2022-12-11,False,False,Chinese,7,Individual,ce46795f4fc6,127.36
2241,CRM Platform,Login Issue,I would like to request a refund for the recent charge.,Security settings updated and customer notified of precautionary measures.,Low,Pending Customer,Email,Africa,Free,46,6,5,17.05,120.62,2024-04-05,2024-04-05,True,True,Spanish,1,Corporate,de288b056bcb,399.34
2242,E-commerce Store,Data Sync Issue,The system is not syncing data across devices properly.,Data synchronization restored after backend service restart.,Low,Closed,Chat,Asia,Free,27,13,3,3.37,41.89,2024-09-16,2024-09-29,True,True,Spanish,5,Small Business,bb002dd02854,26.99
2243,API Service,Payment Problem,I would like to request a refund for the recent charge.,Security settings updated and customer notified of precautionary measures.,Urgent,Resolved,Web Form,Europe,Premium,32,1,3,65.35,131.13,2024-04-26,2024-05-01,True,True,Japanese,1,Corporate,d00115ec5c6b,295.58
2244,API Service,Refund Request,I am experiencing very slow performance while using the dashboard.,Explained billing breakdown and clarified applicable charges.,High,Resolved,Web Form,Asia,Basic,54,10,5,40.03,63.59,2022-06-09,2022-06-16,True,False,German,1,Corporate,991832fd0c9f,497.76
2245,Cloud Storage,Account Suspension,I found a bug in the latest update affecting report generation.,Bug logged internally and workaround shared with the customer.,High,Resolved,Email,Australia,Enterprise,27,17,1,35.54,211.25,2023-11-02,2023-11-14,True,True,Chinese,8,Small Business,b015c2e99b94,429.29
2246,Analytics Dashboard,Login Issue,The application crashes whenever I try to upload a file.,Bug logged internally and workaround shared with the customer.,Medium,In Progress,Social Media,Europe,Premium,21,5,2,2.62,75.28,2022-11-24,2022-11-24,True,False,Japanese,3,Corporate,dbd6904cf3dd,265.51
2247,Subscription Service,Feature Request,The payment was deducted from my bank account but the transaction shows failed.,The duplicate charge was reversed and refund processed within 3-5 business days.,Urgent,Pending Customer,Phone,Asia,Premium,7,14,4,23.34,172.23,2022-02-23,2022-03-04,True,False,English,7,Individual,572cbc34b38a,41.18
2248,Subscription Service,Subscription Cancellation,My subscription was cancelled without my request and I need clarification.,We have reset the account credentials and advised the customer to retry login.,Low,Pending Customer,Chat,North America,Premium,16,5,5,36.28,88.52,2024-01-30,2024-02-09,False,False,English,10,Corporate,cf6ebd9ce498,417.37
2249,Analytics Dashboard,Subscription Cancellation,The payment was deducted from my bank account but the transaction shows failed.,We have reset the account credentials and advised the customer to retry login.,High,Closed,Email,South America,Free,15,13,3,30.81,229.56,2022-09-21,2022-09-24,True,False,Chinese,9,Individual,48c3901615de,303.5
2250,CRM Platform,Subscription Cancellation,I found a bug in the latest update affecting report generation.,We have reset the account credentials and advised the customer to retry login.,Medium,Closed,Web Form,Asia,Premium,14,8,2,71.28,139.02,2024-08-01,2024-08-13,True,True,Spanish,9,Individual,88046470c490,66.32
2251,Billing System,Bug Report,My subscription was cancelled without my request and I need clarification.,Bug logged internally and workaround shared with the customer.,High,Pending Customer,Email,North America,Basic,14,4,1,2.9,232.65,2023-06-09,2023-06-19,False,False,Japanese,4,Small Business,46a5c873e16b,55.99
2252,Analytics Dashboard,Account Suspension,The payment was deducted from my bank account but the transaction shows failed.,The duplicate charge was reversed and refund processed within 3-5 business days.,Urgent,Pending Customer,Web Form,South America,Basic,11,10,1,51.14,60.82,2023-04-15,2023-04-19,False,False,English,5,Individual,fd7c1ab7ecd8,455.72
2253,E-commerce Store,Account Suspension,I am experiencing very slow performance while using the dashboard.,Payment gateway timeout issue fixed and monitoring implemented.,Low,Resolved,Phone,North America,Basic,46,1,1,55.48,218.46,2024-07-27,2024-08-05,False,True,Spanish,1,Small Business,03c246caa8b5,337.91
2254,Subscription Service,Bug Report,My subscription was cancelled without my request and I need clarification.,Bug logged internally and workaround shared with the customer.,Low,Open,Phone,North America,Basic,9,19,5,14.95,142.12,2023-06-23,2023-06-24,True,True,English,6,Corporate,8458512405fb,416.35
2255,Analytics Dashboard,Subscription Cancellation,My subscription was cancelled without my request and I need clarification.,Explained billing breakdown and clarified applicable charges.,Medium,Open,Web Form,Europe,Basic,50,8,3,9.33,138.06,2024-04-18,2024-04-18,True,False,French,8,Corporate,dac2d5c591d5,440.7
2256,Analytics Dashboard,Security Concern,Two-factor authentication codes are not being delivered to my phone.,Subscription status corrected and confirmation email sent to customer.,Urgent,Resolved,Phone,Africa,Free,9,16,1,71.44,224.33,2022-11-13,2022-11-20,False,False,English,4,Individual,7b64b2c9cad4,290.17
2257,Cloud Storage,Security Concern,There seems to be a discrepancy in my billing statement for this month.,Explained billing breakdown and clarified applicable charges.,Low,In Progress,Phone,North America,Basic,41,17,5,5.3,65.54,2024-03-11,2024-03-18,True,False,Chinese,6,Corporate,6ebf3a4ed02d,263.55
2258,Analytics Dashboard,Security Concern,There seems to be a discrepancy in my billing statement for this month.,Security settings updated and customer notified of precautionary measures.,High,Closed,Social Media,Africa,Free,25,18,1,22.37,139.51,2022-03-30,2022-04-11,False,False,French,7,Individual,46df39675390,220.91
2259,Payment Gateway,Feature Request,I am unable to access my account after entering the correct credentials.,Security settings updated and customer notified of precautionary measures.,Low,Closed,Social Media,Australia,Basic,59,0,4,33.74,47.36,2024-01-20,2024-01-29,True,False,Chinese,4,Individual,81b3a7ccbb4e,165.3
